Jour;Catégorie client;Puissance moyenne journalière (W)
2017-02-18;Entreprises;10565357996.0
2017-02-18;PME / PMI;5018557517.0
2017-02-15;Résidentiels;20659098493.0
2017-02-15;Professionnels;5757122727.0
2017-02-14;Professionnels;6201152164.0
2017-02-07;Entreprises;15246686054.0
2017-02-05;Entreprises;9623085537.0
2017-02-04;PME / PMI;5649748365.0
2017-02-02;Résidentiels;21466349239.0
2017-02-02;Entreprises;15009286745.0
2017-01-31;Entreprises;15218426702.0
2017-01-28;Professionnels;6113945486.0
2017-01-23;Résidentiels;31292658294.0
2017-01-22;Professionnels;6427469098.0
2017-01-20;PME / PMI;7861095832.0
2017-01-16;Résidentiels;28379890905.0
2017-01-14;Résidentiels;29851922593.0
2017-01-12;Résidentiels;25755863356.0
2017-01-12;Professionnels;6596140052.0
2017-01-09;Entreprises;14976383224.0
2017-01-02;Professionnels;6898065186.0
2016-12-27;Résidentiels;23931135741.0
2016-12-26;Entreprises;10704485220.0
2016-12-25;Entreprises;7976116396.0
2016-12-23;Résidentiels;25137681133.0
2016-12-23;PME / PMI;6309977141.0
2016-12-22;Entreprises;13846981684.0
2016-12-22;Professionnels;6581597374.0
2016-12-18;Résidentiels;27602196207.0
2016-12-18;Professionnels;5333497551.0
2016-12-17;Résidentiels;25746533331.0
2016-12-14;Entreprises;15199052299.0
2016-12-12;Entreprises;14645235955.0
2016-12-10;Entreprises;10960789322.0
2016-12-09;PME / PMI;6574105211.0
2016-12-07;Professionnels;6548714762.0
2016-12-05;PME / PMI;6743657789.0
2016-12-03;Entreprises;11116209526.0
2016-12-02;Entreprises;15060214100.0
2016-11-28;Entreprises;14548014259.0
2016-11-26;Résidentiels;21385365126.0
2016-11-26;PME / PMI;5023844786.0
2016-11-24;Entreprises;14779985446.0
2016-11-23;Résidentiels;18916014916.0
2016-11-23;Entreprises;14787535635.0
2016-11-20;Résidentiels;21301671249.0
2016-11-20;Professionnels;4554974956.0
2016-11-18;Résidentiels;20074623518.0
2016-11-17;Entreprises;14778972425.0
2016-11-17;PME / PMI;6161475675.0
2016-11-17;Professionnels;5661273816.0
2016-11-16;PME / PMI;6189957338.0
2016-11-11;Résidentiels;22286299016.0
2016-11-06;Résidentiels;21562901090.0
2016-11-05;Résidentiels;19602968628.0
2016-11-04;Entreprises;14295983430.0
2016-10-25;PME / PMI;5152490365.0
2016-10-24;Professionnels;4755181412.0
2016-10-23;PME / PMI;3536408692.0
2016-10-16;Résidentiels;16444898549.0
2016-10-15;Entreprises;10115003497.0
2016-10-13;Professionnels;5322248359.0
2016-10-11;Résidentiels;15927631776.0
2016-10-11;PME / PMI;5001511135.0
2016-10-09;PME / PMI;3194407285.0
2016-10-07;Professionnels;4559214523.0
2016-10-06;Entreprises;14196625999.0
2016-09-29;Résidentiels;10979073755.0
2016-09-28;PME / PMI;4483792721.0
2016-09-22;Résidentiels;10787883760.0
2016-09-14;Professionnels;3921831696.0
2016-09-12;Professionnels;3720825187.0
2016-09-04;PME / PMI;3617053375.0
2016-09-02;Entreprises;14185957744.0
2016-08-26;Entreprises;14126369796.0
2016-08-26;Professionnels;3966084671.0
2016-08-23;PME / PMI;4945856040.0
2016-08-22;PME / PMI;4685320242.0
2016-08-21;Entreprises;8132363065.0
2016-08-17;Résidentiels;10439107042.0
2016-08-13;PME / PMI;4096780342.0
2016-08-13;Professionnels;3383319094.0
2016-08-10;Résidentiels;10189772063.0
2016-08-09;PME / PMI;4824402557.0
2016-08-08;Résidentiels;10533033259.0
2016-08-08;Professionnels;3460000751.0
2016-08-07;PME / PMI;3565066741.0
2016-08-06;Entreprises;9136140498.0
2016-08-04;PME / PMI;5052416096.0
2016-07-30;Entreprises;9960709498.0
2016-07-29;PME / PMI;4995057950.0
2016-07-28;Entreprises;14083792591.0
2016-07-28;PME / PMI;5090159762.0
2016-07-26;Résidentiels;10680769401.0
2016-07-25;Résidentiels;10943805122.0
2016-07-25;Entreprises;13563474977.0
2016-07-25;PME / PMI;4953557877.0
2016-07-24;Professionnels;2991078555.0
2016-07-23;PME / PMI;4260637477.0
2016-07-20;Entreprises;15120375940.0
2016-07-15;Professionnels;3568279000.0
2016-07-13;Résidentiels;10304433639.0
2016-07-10;Entreprises;9484659415.0
2016-07-05;Professionnels;3972663030.0
2016-07-03;Entreprises;8836208029.0
2016-07-02;PME / PMI;4069449740.0
2016-06-29;PME / PMI;4911038236.0
2016-06-28;Résidentiels;10438348948.0
2016-06-26;Professionnels;2964785992.0
2016-06-23;PME / PMI;4901193570.0
2016-06-21;Entreprises;14267353174.0
2016-06-16;PME / PMI;4867028228.0
2016-06-15;Entreprises;13983809132.0
2016-06-13;PME / PMI;4672183994.0
2016-06-11;PME / PMI;3825597805.0
2016-06-07;Résidentiels;10709183116.0
2016-06-07;Entreprises;14235602006.0
2016-06-07;PME / PMI;4636492812.0
2016-06-06;Entreprises;13208611789.0
2016-06-05;PME / PMI;3369669000.0
2016-06-04;Résidentiels;12483061616.0
2016-06-04;Entreprises;9890143782.0
2016-06-03;Professionnels;4332130026.0
2016-05-30;PME / PMI;4841438760.0
2016-05-28;Professionnels;3412630194.0
2016-05-26;Professionnels;3939268014.0
2016-05-24;Résidentiels;12352562237.0
2016-05-20;Entreprises;13584030162.0
2016-05-17;Résidentiels;12640231481.0
2016-05-15;PME / PMI;3178028824.0
2016-05-11;Entreprises;13982310556.0
2016-05-11;Professionnels;3974832294.0
2016-05-10;Professionnels;3905236118.0
2016-05-08;Entreprises;8193595974.0
2016-05-07;PME / PMI;3589776036.0
2016-05-03;Entreprises;13830151114.0
2016-05-01;Professionnels;3951818352.0
2016-04-30;Professionnels;4454069367.0
2016-04-28;Entreprises;14185083697.0
2016-04-27;PME / PMI;5303608289.0
2016-04-26;Résidentiels;18343105854.0
2016-04-24;Entreprises;8684988558.0
2016-04-23;PME / PMI;4036819528.0
2016-04-21;Entreprises;13981512846.0
2016-04-18;Entreprises;13282835257.0
2016-04-15;Résidentiels;15015491938.0
2016-04-12;Professionnels;4624050871.0
2016-04-06;Professionnels;4866259610.0
2016-04-05;Professionnels;4897385880.0
2016-04-02;Résidentiels;20131450560.0
2016-04-01;PME / PMI;5845864027.0
2016-03-29;Résidentiels;18340267179.0
2016-03-29;Entreprises;14057976787.0
2016-03-28;Résidentiels;19785059074.0
2016-03-28;PME / PMI;4378693676.0
2016-03-25;Professionnels;5629654034.0
2016-03-24;Professionnels;5519218671.0
2016-03-23;Entreprises;14760807067.0
2016-03-21;PME / PMI;6116099864.0
2016-03-20;Entreprises;9290203906.0
2016-03-18;Résidentiels;21562984980.0
2016-03-16;PME / PMI;6280400617.0
2016-03-14;Résidentiels;22474988047.0
2016-03-14;PME / PMI;6149149566.0
2016-03-11;PME / PMI;6139359113.0
2016-03-10;PME / PMI;6381618546.0
2016-03-09;Entreprises;15277992949.0
2016-03-08;PME / PMI;6721122658.0
2016-03-08;Professionnels;6680425415.0
2016-03-03;Résidentiels;23841296975.0
2016-03-03;PME / PMI;6545533396.0
2016-03-02;Résidentiels;23403445858.0
2016-03-01;Professionnels;6722281161.0
2016-02-29;Résidentiels;25773676973.0
2016-02-28;Professionnels;5350885889.0
2016-02-23;Entreprises;14927660265.0
2016-02-19;PME / PMI;6318865644.0
2016-02-19;Professionnels;6658942163.0
2016-02-18;Professionnels;7018452651.0
2016-02-14;Entreprises;9545078602.0
2016-02-13;Entreprises;10746636830.0
2016-02-12;Entreprises;14724816514.0
2016-02-11;PME / PMI;6367669192.0
2016-02-08;Résidentiels;21784604040.0
2016-02-08;Entreprises;14359127558.0
2016-02-01;PME / PMI;6118862807.0
2016-01-30;Entreprises;10956860123.0
2016-01-29;Entreprises;14748172084.0
2016-01-28;PME / PMI;6079614217.0
2016-01-25;PME / PMI;6252083324.0
2016-01-25;Professionnels;5916901130.0
2016-01-22;Entreprises;15454571199.0
2016-01-15;Entreprises;15274925360.0
2016-01-14;Entreprises;15606746187.0
2016-01-12;Entreprises;15455680566.0
2016-01-11;Professionnels;5909225093.0
2016-01-10;Entreprises;9549748469.0
2016-01-09;Professionnels;5282369938.0
2016-01-07;PME / PMI;5717898523.0
2016-01-06;Professionnels;6272260743.0
2016-01-03;Professionnels;5038286367.0
2016-01-01;PME / PMI;3981253066.0
2015-12-31;Professionnels;5655292659.0
2015-12-30;Entreprises;11389766358.0
2015-12-29;Résidentiels;20176120853.0
2015-12-28;Résidentiels;20561423168.0
2015-12-28;Professionnels;5389014557.0
2015-12-25;Professionnels;4172726897.0
2015-12-21;Entreprises;13026903112.0
2015-12-20;Entreprises;9314933834.0
2015-12-18;Résidentiels;19108960455.0
2015-12-18;Professionnels;5497675517.0
2015-12-17;Entreprises;14667300990.0
2015-12-16;Entreprises;14916308687.0
2015-12-14;Entreprises;14709533935.0
2015-12-14;Professionnels;5873018510.0
2015-12-11;PME / PMI;6116866209.0
2015-12-10;Professionnels;6451328314.0
2015-12-09;Entreprises;15239422425.0
2015-12-09;PME / PMI;5728563135.0
2015-12-07;Résidentiels;19963113656.0
2015-12-07;Entreprises;14375258475.0
2015-12-07;PME / PMI;5745334975.0
2015-12-06;PME / PMI;4122733043.0
2015-12-01;PME / PMI;5990249536.0
2015-12-01;Professionnels;5872093843.0
2015-11-28;PME / PMI;4821177019.0
2015-11-27;Professionnels;6344895264.0
2015-11-26;Professionnels;6356744991.0
2015-11-21;Entreprises;10671548870.0
2020-11-20;PME / PMI;5075892331.0
2020-11-18;Professionnels;4587880888.0
2020-11-17;PME / PMI;4947573346.0
2020-11-16;Professionnels;4538586722.0
2020-11-15;Professionnels;3734435363.0
2020-11-14;Résidentiels;16918583972.0
2020-11-11;PME / PMI;3324761334.0
2020-11-10;PME / PMI;4856492236.0
2020-11-09;Professionnels;4312171320.0
2020-11-06;PME / PMI;4770856541.0
2020-11-02;Professionnels;4097310280.0
2020-10-30;PME / PMI;4934037680.0
2020-10-28;Entreprises;13738813390.0
2020-10-27;Professionnels;4995842959.0
2020-10-24;Entreprises;9673196524.0
2020-10-24;Professionnels;4267530876.0
2020-10-16;PME / PMI;5638149316.0
2020-10-14;Résidentiels;17777594911.0
2020-10-14;Entreprises;14070541977.0
2020-10-12;Professionnels;4754371825.0
2020-10-10;Entreprises;9713707308.0
2020-10-09;PME / PMI;5124057329.0
2020-10-02;Professionnels;4566463619.0
2020-10-01;Professionnels;4434551618.0
2020-09-29;PME / PMI;5166768124.0
2020-09-25;Professionnels;4142106667.0
2020-09-23;Professionnels;3921518654.0
2020-09-22;PME / PMI;5034962186.0
2020-09-21;Entreprises;13103750727.0
2020-09-19;Résidentiels;11803516061.0
2020-09-18;Professionnels;4218402871.0
2020-09-14;Résidentiels;12462385023.0
2020-09-14;Entreprises;13610016667.0
2020-09-11;Résidentiels;11984452425.0
2020-09-07;Résidentiels;12325683171.0
2020-09-07;Entreprises;12933603953.0
2020-09-05;PME / PMI;4328356953.0
2020-09-03;Entreprises;13755909505.0
2020-09-03;PME / PMI;5173565969.0
2020-09-02;Résidentiels;11913541405.0
2020-09-02;PME / PMI;5102650831.0
2020-08-31;Résidentiels;11782189633.0
2020-08-29;Professionnels;3587275069.0
2020-08-27;Entreprises;13586985248.0
2020-08-26;Professionnels;4016838278.0
2020-08-25;Professionnels;3986539857.0
2020-08-24;PME / PMI;4887420117.0
2020-08-22;PME / PMI;4193827098.0
2020-08-19;PME / PMI;4918955253.0
2020-08-19;Professionnels;3883709469.0
2020-08-16;Résidentiels;12312242325.0
2020-08-14;Entreprises;11511059182.0
2020-08-11;Entreprises;12385418611.0
2020-08-09;Résidentiels;13565678823.0
2020-08-08;Résidentiels;13182432609.0
2020-08-08;PME / PMI;4536647856.0
2020-08-08;Professionnels;4129918042.0
2020-08-07;Professionnels;4363238120.0
2020-08-04;Professionnels;4002494531.0
2020-08-03;Professionnels;3774030046.0
2020-07-28;PME / PMI;5159374470.0
2020-07-27;Entreprises;13043469723.0
2020-07-26;Résidentiels;12381396971.0
2020-07-25;PME / PMI;4289859269.0
2020-07-24;Résidentiels;11577961672.0
2020-07-19;Résidentiels;12399529082.0
2020-07-16;PME / PMI;5080060357.0
2020-07-12;Résidentiels;12198311072.0
2020-07-11;PME / PMI;4215601415.0
2020-07-11;Professionnels;3686543941.0
2020-07-07;Entreprises;13952882493.0
2020-07-04;Résidentiels;11889244856.0
2020-07-04;Entreprises;9875604576.0
2020-07-03;PME / PMI;4678037231.0
2020-07-01;Professionnels;3895223335.0
2020-06-30;Professionnels;3824970202.0
2020-06-29;Entreprises;12581326015.0
2020-06-28;Résidentiels;11928161676.0
2020-06-28;PME / PMI;3194925627.0
2020-06-27;Entreprises;9690229198.0
2020-06-24;Résidentiels;11190709769.0
2020-06-24;Entreprises;13775811455.0
2020-06-23;Résidentiels;10928436243.0
2020-06-19;PME / PMI;4360619564.0
2020-06-13;Résidentiels;12123433357.0
2020-06-11;Professionnels;3695268658.0
2020-06-10;Entreprises;12668541994.0
2020-06-09;Entreprises;12635531452.0
2020-06-07;Résidentiels;12375089816.0
2020-06-04;Entreprises;12595050982.0
2020-06-02;Résidentiels;11919412237.0
2020-06-02;PME / PMI;4632859833.0
2020-05-28;PME / PMI;4126246105.0
2020-05-27;Professionnels;3397905658.0
2020-05-26;Résidentiels;11071134944.0
2020-05-25;PME / PMI;3921591966.0
2020-05-24;Entreprises;7483571158.0
2020-05-24;Professionnels;2869296365.0
2020-05-23;PME / PMI;3181800221.0
2020-05-19;PME / PMI;4001147423.0
2020-05-18;Résidentiels;12480220192.0
2020-05-15;Résidentiels;14213691500.0
2020-05-12;Résidentiels;14125401592.0
2020-05-10;Entreprises;7434738433.0
2020-05-08;Professionnels;2920635884.0
2020-05-06;Professionnels;3246494556.0
2020-05-05;Entreprises;11480789492.0
2020-05-03;Entreprises;7346675421.0
2020-05-01;PME / PMI;2564637999.0
2020-04-30;PME / PMI;3764458282.0
2020-04-29;PME / PMI;3634163654.0
2020-04-27;Entreprises;10534778439.0
2020-04-25;Résidentiels;13179491100.0
2020-04-25;Entreprises;8195653717.0
2020-04-24;Entreprises;10658743154.0
2020-04-21;Entreprises;10985751914.0
2020-04-19;Résidentiels;14263166891.0
2020-04-19;Professionnels;3032100634.0
2020-04-18;Résidentiels;13492828794.0
2020-04-18;Professionnels;3099343992.0
2020-04-12;Entreprises;7345326140.0
2020-04-08;Professionnels;3414939129.0
2020-04-05;Professionnels;3450218891.0
2020-04-03;Résidentiels;19981359735.0
2020-04-01;PME / PMI;4266994522.0
2020-03-27;Entreprises;10544203495.0
2020-03-26;PME / PMI;4581474386.0
2020-03-23;PME / PMI;4422990583.0
2020-03-16;Entreprises;12787126160.0
2020-03-15;Résidentiels;20725618771.0
2020-03-15;PME / PMI;3557132424.0
2020-03-13;Résidentiels;19816527788.0
2020-03-11;Résidentiels;18909403595.0
2020-03-11;Entreprises;14153055675.0
2020-03-11;Professionnels;5227007382.0
2020-03-08;Résidentiels;23587343610.0
2020-03-07;PME / PMI;5111671845.0
2020-03-06;Professionnels;6079696235.0
2020-03-04;Résidentiels;24086393070.0
2020-03-02;Résidentiels;23101394331.0
2020-03-01;PME / PMI;4433318900.0
2020-02-28;Résidentiels;24061226514.0
2020-02-24;Entreprises;13605916930.0
2020-02-15;Entreprises;10372172827.0
2020-02-15;PME / PMI;5019534014.0
2020-02-12;PME / PMI;6304427731.0
2020-02-10;Entreprises;13802324934.0
2020-02-07;Résidentiels;24221361817.0
2020-02-07;Entreprises;14430003306.0
2020-02-04;Entreprises;14679766703.0
2020-02-04;PME / PMI;6323323018.0
2020-02-03;Résidentiels;18540244660.0
2020-02-03;PME / PMI;5917943607.0
2020-01-31;Résidentiels;20230681086.0
2020-01-31;Professionnels;5658961922.0
2020-01-21;PME / PMI;7217498037.0
2020-01-20;Professionnels;6548406500.0
2020-01-18;Résidentiels;25519040179.0
2020-01-17;Résidentiels;22406711625.0
2020-01-14;Professionnels;6119735762.0
2020-01-12;PME / PMI;4746748577.0
2020-01-11;Professionnels;5689715617.0
2020-01-10;Entreprises;14102105822.0
2020-01-09;Entreprises;14390344176.0
2020-01-07;Professionnels;6378021393.0
2020-01-05;Professionnels;5265489841.0
2020-01-04;Entreprises;10012799841.0
2020-01-02;PME / PMI;6685983344.0
2020-01-01;Résidentiels;27372444469.0
2019-12-27;PME / PMI;5952135439.0
2019-12-26;Entreprises;10707443496.0
2019-12-25;Entreprises;8713833782.0
2019-12-24;Entreprises;10477161704.0
2019-12-23;Professionnels;5551244382.0
2019-12-20;PME / PMI;5750820202.0
2019-12-19;Professionnels;5706078429.0
2019-12-18;Résidentiels;20806219600.0
2019-12-18;Professionnels;5770254413.0
2019-12-17;Entreprises;14195392451.0
2019-12-16;Entreprises;13833480917.0
2019-12-15;Professionnels;5076382532.0
2019-12-13;Professionnels;6446553676.0
2019-12-08;Résidentiels;23456508066.0
2019-12-08;Entreprises;9588763213.0
2019-12-08;Professionnels;5021321263.0
2019-12-07;Professionnels;5696618557.0
2019-12-02;Professionnels;6230211046.0
2019-11-30;PME / PMI;5097204343.0
2019-11-29;Professionnels;5677193846.0
2019-11-27;Entreprises;14489783671.0
2019-11-27;Professionnels;5442821499.0
2019-11-26;Résidentiels;19540855044.0
2019-11-26;PME / PMI;6361897423.0
2019-11-24;Entreprises;9357419370.0
2019-11-23;Professionnels;5314162078.0
2019-11-20;Résidentiels;25583992617.0
2019-11-20;Entreprises;15171757500.0
2019-11-19;Entreprises;15174525651.0
2019-11-17;Professionnels;5183114978.0
2019-11-12;PME / PMI;6517005080.0
2019-11-11;PME / PMI;4415750047.0
2019-11-11;Professionnels;4749666838.0
2019-11-10;PME / PMI;4399319812.0
2019-11-08;PME / PMI;6136178307.0
2019-11-07;PME / PMI;6241462255.0
2019-11-03;Résidentiels;17163990418.0
2019-11-02;Entreprises;9371831320.0
2019-10-31;PME / PMI;5310465204.0
2019-10-27;Entreprises;8630908074.0
2019-10-21;Professionnels;4355099228.0
2019-10-20;Résidentiels;15160045573.0
2019-10-19;Entreprises;9748285667.0
2019-10-19;Professionnels;4044392265.0
2019-10-17;Entreprises;14017513029.0
2019-10-17;Professionnels;4401913435.0
2019-10-12;Professionnels;3909493137.0
2019-10-11;Professionnels;4340187557.0
2019-10-07;PME / PMI;4905024102.0
2019-10-06;PME / PMI;3289442718.0
2019-10-02;Entreprises;13905593920.0
2019-10-01;Professionnels;3977748275.0
2019-09-29;PME / PMI;3200791309.0
2019-09-28;PME / PMI;3799784302.0
2019-09-28;Professionnels;3637793704.0
2019-09-27;Résidentiels;10695588838.0
2019-09-26;Résidentiels;10703818175.0
2019-09-21;Professionnels;3658508216.0
2019-09-18;Professionnels;3867122139.0
2019-09-17;Résidentiels;10355854237.0
2019-09-16;Professionnels;3795219699.0
2019-09-14;Professionnels;3673660707.0
2019-09-12;Entreprises;14186611768.0
2019-09-11;Professionnels;3844133330.0
2019-09-10;Professionnels;3908005616.0
2019-09-07;Entreprises;9733386302.0
2019-09-07;PME / PMI;3910247810.0
2019-09-06;Entreprises;13397897809.0
2019-09-05;Résidentiels;10443700447.0
2019-09-05;Professionnels;3875478822.0
2019-08-29;PME / PMI;4889935585.0
2019-08-27;Entreprises;14214598555.0
2019-08-26;Résidentiels;11049470624.0
2019-08-26;Professionnels;3740324121.0
2019-08-25;Professionnels;3188765043.0
2019-08-18;PME / PMI;3501318846.0
2019-08-15;Entreprises;9519760667.0
2019-08-13;Entreprises;11118507130.0
2019-08-10;Entreprises;9222212874.0
2019-08-09;Résidentiels;10808670599.0
2019-08-09;Professionnels;3836082822.0
2019-08-07;PME / PMI;4918805266.0
2019-08-07;Professionnels;3667292280.0
2019-08-06;Professionnels;3732801077.0
2019-08-03;Résidentiels;10860468949.0
2019-08-03;Entreprises;9581306296.0
2019-08-02;PME / PMI;4880743223.0
2019-08-01;Professionnels;3753873673.0
2019-07-31;Résidentiels;10086626313.0
2019-07-30;Entreprises;13294188647.0
2019-07-29;Entreprises;12572831961.0
2019-07-29;Professionnels;3542203236.0
2019-07-28;Entreprises;8588971733.0
2019-07-23;Résidentiels;11629801892.0
2019-07-23;PME / PMI;5343320780.0
2019-07-22;Professionnels;3953040372.0
2019-07-19;Entreprises;14330626241.0
2019-07-19;PME / PMI;5139617004.0
2019-07-18;Résidentiels;10364308537.0
2019-07-16;Entreprises;14663699666.0
2019-07-14;Résidentiels;11252478842.0
2019-07-14;Professionnels;3203185265.0
2019-07-13;Résidentiels;11083894269.0
2019-07-13;Entreprises;10694439586.0
2019-07-13;PME / PMI;4346306951.0
2019-07-10;PME / PMI;5299947593.0
2019-07-09;Résidentiels;10339501519.0
2019-07-07;Professionnels;3299384837.0
2019-07-04;Professionnels;4052487487.0
2019-07-03;Professionnels;3916051523.0
2019-07-02;Résidentiels;10849853468.0
2019-06-29;Professionnels;3933776937.0
2019-06-25;Résidentiels;10817034904.0
2019-06-23;Professionnels;3051212467.0
2019-06-21;Résidentiels;10188876318.0
2019-06-18;Entreprises;14412704506.0
2019-06-16;Résidentiels;11612267836.0
2019-06-13;Entreprises;13954610206.0
2019-06-13;Professionnels;3787408632.0
2019-06-12;Entreprises;13914988005.0
2019-06-12;PME / PMI;4900074872.0
2019-06-07;Professionnels;3820290591.0
2019-06-06;PME / PMI;4867446561.0
2019-06-01;PME / PMI;3856974726.0
2019-05-26;Entreprises;8426841615.0
2019-05-23;Entreprises;13823175822.0
2019-05-21;Résidentiels;12308987162.0
2019-05-18;Entreprises;9772534072.0
2019-05-15;Entreprises;13815092296.0
2019-05-13;Entreprises;13021571833.0
2019-05-12;PME / PMI;3559089767.0
2019-05-09;Résidentiels;15015893472.0
